"No flights in the logbook","Pas de vols dans le carnet",,"src/main/java/controller/CarnetViewController.java:350
src/main/java/littlewins/winCsv.java:149",
"No flights in logbook","Pas de vols dans le carnet",,"src/main/java/controller/CarnetViewController.java:448
src/main/java/littlewins/winCsv.java:342",
"Delete flight","Suppression du vol",,src/main/java/controller/CarnetViewController.java:490,
"A flight must be selected","Un vol doit être sélectionné",,src/main/java/controller/CarnetViewController.java:506,
"File decoding problem","Problème de décodage du fichier",,src/main/java/controller/CarnetViewController.java:578,
Selection,Sélection,,src/main/java/controller/CarnetViewController.java:613,
"flight time","temps de vol",,src/main/java/controller/CarnetViewController.java:614,
hours,heures,,src/main/java/controller/CarnetViewController.java:635,
minutes,minutes,,src/main/java/controller/CarnetViewController.java:636,
"Change glider","Modifier la voile",,"src/main/java/controller/CarnetViewController.java:840
src/main/java/controller/CarnetViewController.java:1013",
"Rename site","Renommer le site",,src/main/java/controller/CarnetViewController.java:864,
"Site form","Fiche site",,src/main/java/controller/CarnetViewController.java:872,
"Change site","Changer site",,src/main/java/controller/CarnetViewController.java:880,
"Photo of the day","Photo du jour",,"src/main/java/controller/CarnetViewController.java:904
src/main/java/controller/CarnetViewController.java:948
src/main/java/controller/CarnetViewController.java:1970",
"Photos folder","Dossier photos",,src/main/java/controller/CarnetViewController.java:912,
More,Plus,,"src/main/java/controller/CarnetViewController.java:929
src/main/java/controller/SitesViewController.java:887",
"Track content","Fichier trace",,"src/main/java/controller/CarnetViewController.java:1005
src/main/java/controller/PhotoTagViewController.java:196",
"Merge flights","Fusionner les vols",,src/main/java/controller/CarnetViewController.java:1029,
"Update sites","Actualiser les sites",,src/main/java/controller/CarnetViewController.java:1037,
"Visu GPS in Logfly","VisuGPS dans Logfly",,src/main/java/controller/CarnetViewController.java:1051,
"VisuGPS in browser","VisuGPS dans le navigateur",,"src/main/java/controller/CarnetViewController.java:1059
src/main/java/controller/ConfigViewController.java:933",
"Site form not found","Fiche site non trouvée",,src/main/java/controller/CarnetViewController.java:1280,
"Merge IGC tracks","Fusionner les traces IGC",,src/main/java/controller/CarnetViewController.java:1471,
"merged flights","vols fusionnés",,src/main/java/controller/CarnetViewController.java:1582,
"Bad download url","Mauvaise url de téléchargement",,src/main/java/controller/CarnetViewController.java:1765,
"What would you like to do","Que voulez-vous faire",,"src/main/java/controller/CarnetViewController.java:1889
src/main/java/controller/CarnetViewController.java:1969",
Change,Changer,,"src/main/java/controller/CarnetViewController.java:1890
src/main/java/controller/CarnetViewController.java:1970",
"photos files (*.jpg)","fichiers photos (*.jpg)",,src/main/java/controller/CarnetViewController.java:2019,
"Kml file generation","Génération fichier Kml",,src/main/java/controller/CarnetViewController.java:2162,
Date,Date,,"src/main/java/controller/CarnetViewController.java:2231
src/main/java/controller/GPSViewController.java:1815
src/main/java/controller/ImportViewController.java:525
src/main/java/controller/ManualViewController.java:545
src/main/java/controller/PhotoTagViewController.java:965
src/main/java/littlewins/winCsv.java:295",
Time,Heure,,"src/main/java/controller/CarnetViewController.java:2232
src/main/java/controller/GPSViewController.java:1816
src/main/java/controller/ImportViewController.java:526
src/main/java/littlewins/winPoints.java:144",
Site,Site,,"src/main/java/controller/CarnetViewController.java:2234
src/main/java/littlewins/winCsv.java:299
src/main/java/littlewins/winSiteChoice.java:109",
Glider,Voile,,"src/main/java/controller/CarnetViewController.java:2235
src/main/java/controller/ManualViewController.java:549
src/main/java/controller/ConfigViewController.java:923
src/main/java/leaflet/map_pm.java:138
src/main/java/littlewins/winGlider.java:100
src/main/java/littlewins/winCsv.java:304",
All,Tous,,"src/main/java/controller/CarnetViewController.java:2242
src/main/java/controller/SitesViewController.java:908
src/main/java/littlewins/winCsv.java:141
src/main/java/littlewins/winCsv.java:177",
"Display all flights","Afficher tous les vols",,src/main/java/controller/CarnetViewController.java:2245,
"Track scoring","Evaluation de la trace",,src/main/java/controller/CarnetViewController.java:2251,
Settings,Configuration,,"src/main/java/controller/RootLayoutController.java:215
src/main/java/controller/RootLayoutController.java:558",
"Back to original size","Retour à la taille originale",,src/main/java/controller/RootLayoutController.java:246,
"Coming soon","C’est pour bientôt",,src/main/java/controller/RootLayoutController.java:261,
"Send an e-mail","Envoyer un mail",,src/main/java/controller/RootLayoutController.java:351,
"Log file","Fichier log",,src/main/java/controller/RootLayoutController.java:359,
"System report","Rapport système",,src/main/java/controller/RootLayoutController.java:367,
"Send logbook","Envoyer le carnet",,src/main/java/controller/RootLayoutController.java:375,
"Release notes","Notes de publication",,src/main/java/controller/RootLayoutController.java:389,
Credits,Credits,,src/main/java/controller/RootLayoutController.java:397,
"Original display","Affichage original",,src/main/java/controller/RootLayoutController.java:415,
"Logbook copy","Copie carnet",,src/main/java/controller/RootLayoutController.java:423,
"Csv import","Import csv",,"src/main/java/database/dbImport.java:166
src/main/java/database/dbParawing.java:80
src/main/java/controller/RootLayoutController.java:431",
"Csv export","Export csv",,"src/main/java/controller/RootLayoutController.java:439
src/main/java/littlewins/winCsv.java:237",
Backup,Sauvegarder,,src/main/java/controller/RootLayoutController.java:447,
Restore,Restaurer,,"src/main/java/controller/RootLayoutController.java:447
src/main/java/littlewins/winBackup.java:138",
Translation,Traduction,,src/main/java/controller/RootLayoutController.java:455,
Logbook,Carnet,,"src/main/java/settings/listStartwin.java:34
src/main/java/controller/RootLayoutController.java:542
src/main/java/controller/ImportViewController.java:524
src/main/java/controller/ConfigViewController.java:908",
"GPS import","Import GPS",,"src/main/java/gps/gpsdump.java:1285
src/main/java/controller/WaypViewController.java:1452
src/main/java/controller/WaypViewController.java:1496
src/main/java/controller/RootLayoutController.java:543
src/main/java/controller/GPSViewController.java:947
src/main/java/controller/GPSViewController.java:1218
src/main/java/controller/GPSViewController.java:1639",
"Disk import","Import disque",,src/main/java/controller/RootLayoutController.java:544,
"Manual import","Import manuel",,src/main/java/controller/RootLayoutController.java:545,
"External track","Trace externe",,src/main/java/controller/RootLayoutController.java:546,
Overview,Synthèse,,"src/main/java/settings/listStartwin.java:35
src/main/java/controller/RootLayoutController.java:549
src/main/java/controller/ConfigViewController.java:943",
Statistics,Statistiques,,src/main/java/controller/RootLayoutController.java:550,
Sites,Sites,,"src/main/java/controller/RootLayoutController.java:551
src/main/java/controller/DashController.java:711
src/main/java/controller/StatViewController.java:1006",
Waypoints,Waypoints,,src/main/java/controller/RootLayoutController.java:552,
Airspaces,"Espaces aériens",,"src/main/java/controller/RootLayoutController.java:553
src/main/java/leaflet/map_visu.java:914",
Photos,Photos,,src/main/java/controller/RootLayoutController.java:554,
Cartography,Cartographie,,src/main/java/controller/RootLayoutController.java:555,
Tools,Outils,,src/main/java/controller/RootLayoutController.java:562,
Support,Support,,src/main/java/controller/RootLayoutController.java:566,
"Could not read logbook","Problème de lecture dans le carnet",,"src/main/java/database/dbSearch.java:335
src/main/java/controller/DashViewController.java:325
src/main/java/controller/DashViewController.java:362
src/main/java/controller/DashViewController.java:400
src/main/java/controller/DashViewController.java:442
src/main/java/controller/DashViewController.java:491
src/main/java/controller/DashViewController.java:534
src/main/java/controller/DashController.java:298
src/main/java/controller/DashController.java:337
src/main/java/controller/DashController.java:501
src/main/java/controller/DashController.java:558
src/main/java/controller/DashController.java:591
src/main/java/controller/DashController.java:625",
"Best flight","Meilleur vol",,src/main/java/controller/DashViewController.java:438,
"Top site","Top site",,src/main/java/controller/DashViewController.java:528,
"No track to display","Pas de trace à afficher",,src/main/java/controller/DashViewController.java:608,
"Click on a sector to display the value","Cliquer sur un secteur pour afficher la valeur",,src/main/java/controller/DashViewController.java:844,
Flights,Vols,,"src/main/java/database/dbSearch.java:324
src/main/java/controller/DashViewController.java:874
src/main/java/controller/DashController.java:706
src/main/java/controller/DashController.java:707
src/main/java/controller/DashController.java:712",
Hours,Heures,,src/main/java/controller/DashViewController.java:875,
Comparison,Comparaison,,src/main/java/controller/DashViewController.java:876,
"Last twelve months since the","Douze derniers mois depuis le",,src/main/java/controller/DashViewController.java:877,
"GPS tracks","Traces dans le GPS",,src/main/java/controller/GPSViewController.java:234,
"Tracks to be added","Traces à incorporer",,"src/main/java/controller/GPSViewController.java:235
src/main/java/controller/ImportViewController.java:298",
"flights to insert","vols à insérer",,"src/main/java/controller/GPSViewController.java:253
src/main/java/controller/ImportViewController.java:468",
"No tracks since the","Pas de traces depuis le",,src/main/java/controller/GPSViewController.java:865,
"flights inserted in logbook","vol(s) inséré(s) dans le carnet",,src/main/java/controller/GPSViewController.java:1202,
"Start archiving","Procéder à l'archivage ?",,src/main/java/controller/GPSViewController.java:1205,
"tracks not inserted in the logbook","Traces non insérées dans le carnet",,src/main/java/controller/GPSViewController.java:1211,
"GPSDump did not return the requested track","GPSDump n'a pas renvoyé la trace demandée",,src/main/java/controller/GPSViewController.java:1664,
"Left-click to select a flight","Sélectionnez un vol par un clic gauche",,"src/main/java/controller/GPSViewController.java:1757
src/main/java/controller/ImportViewController.java:405",
Unselect,Décocher,,"src/main/java/controller/GPSViewController.java:1804
src/main/java/controller/ImportViewController.java:530",
"Logbook update","Mise à jour Carnet",,"src/main/java/controller/GPSViewController.java:1805
src/main/java/controller/ImportViewController.java:531",
"All checked flights will be included in the logbook","Tous les vols cochés sont incorporés dans le carnet",,src/main/java/controller/GPSViewController.java:1808,
"Track visualization","Visualisation trace",,"src/main/java/controller/GPSViewController.java:1810
src/main/java/controller/ImportViewController.java:533",
"The selected flight (left-click) is viewed without incorporation into the logbook","Le vol sélectionné (clic gauche) est visualisé sans incorporation dans le carnet",,src/main/java/controller/GPSViewController.java:1813,
Sector,Secteur,,src/main/java/controller/XcpViewController.java:305,
Read,Lire,,src/main/java/controller/XcpViewController.java:306,
Track,Trace,,"src/main/java/controller/CartoViewController.java:267
src/main/java/controller/PhotoTagViewController.java:947
src/main/java/leaflet/map_visu.java:916",
"Detected tracks in folder","traces détectées dans le dossier",,src/main/java/controller/ImportViewController.java:169,
"Tracks in folder","Traces dans le dossier",,"src/main/java/controller/ImportViewController.java:178
src/main/java/controller/ImportViewController.java:296",
"tracks to delete in the folder","traces à supprimer dans le dossier",,src/main/java/controller/ImportViewController.java:423,
"File name","Nom du fichier",,"src/main/java/controller/ImportViewController.java:527
src/main/java/controller/PhotoTagViewController.java:964
src/main/java/littlewins/winSaveXcp.java:451
src/main/java/littlewins/winUsbWWayp.java:56
src/main/java/photos/exifReader.java:94",
"Pilot name","Nom pilote",,"src/main/java/controller/ImportViewController.java:528
src/main/java/controller/ConfigViewController.java:922
src/main/java/kml/headersKml.java:68",
"Select a folder","Sélectionner un dossier",,"src/main/java/controller/ImportViewController.java:529
src/main/java/littlewins/winDirChoose.java:83
src/main/java/littlewins/winDirChoose.java:90
src/main/java/littlewins/winDirChoose.java:97
src/main/java/littlewins/winDirChoose.java:104
src/main/java/littlewins/winDirChoose.java:111
src/main/java/littlewins/winDirChoose.java:118
src/main/java/littlewins/winDirChoose.java:125
src/main/java/littlewins/winDirChoose.java:132",
"Cleaning folder","Nettoyage dossier",,src/main/java/controller/ImportViewController.java:532,
"Remove duplicates","Supprimer les doublons",,src/main/java/controller/SitesViewController.java:391,
"Delete site","Suppression du site",,src/main/java/controller/SitesViewController.java:534,
"No site selected","Aucun site sélectionné",,src/main/java/controller/SitesViewController.java:554,
"selected sites","sites sélectionnés",,src/main/java/controller/SitesViewController.java:684,
Exported,"Export terminé",,src/main/java/controller/SitesViewController.java:735,
Modify,Modifier,,"src/main/java/controller/FullMapController.java:745
src/main/java/controller/SitesViewController.java:787
src/main/java/controller/SitesViewController.java:863
src/main/java/controller/ConfigViewController.java:914",
Add,Ajouter,,"src/main/java/controller/SitesViewController.java:795
src/main/java/controller/SitesViewController.java:871
src/main/java/controller/ManualViewController.java:556",
Duplicates,Doublons,,src/main/java/controller/SitesViewController.java:811,
Cleaning,Nettoyer,,src/main/java/controller/SitesViewController.java:819,
Download,Télécharger,,"src/main/java/controller/SitesViewController.java:827
src/main/java/littlewins/winSiteList.java:148",
Import,Importer,,"src/main/java/controller/SitesViewController.java:838
src/main/java/systemio/webdown.java:66",
Locality,Localité,,src/main/java/controller/SitesViewController.java:904,
"Not defined","Non défini",,src/main/java/controller/SitesViewController.java:911,
"Date and time unchanged","La date et l'heure n'ont pas été modifiées",,src/main/java/controller/ManualViewController.java:200,
"Cancel input","Abandon saisie",,src/main/java/controller/ManualViewController.java:249,
"Site not found","Site trouvé",,src/main/java/controller/ManualViewController.java:528,
"Take-off time","Heure Déco",,"src/main/java/controller/ManualViewController.java:546
src/main/java/kml/headersKml.java:71",
"Click to list","Clic pour lister",,src/main/java/controller/ManualViewController.java:550,
"Site file","Fichier des sites",,src/main/java/controller/ManualViewController.java:554,
"Click site File","Clic fichier des sites",,src/main/java/controller/ManualViewController.java:555,
Duplicate,Dupliquer,,src/main/java/controller/ManualViewController.java:557,
"Flight added","Vol ajouté",,src/main/java/controller/ManualViewController.java:559,
"Flight updated","Vol modifié",,src/main/java/controller/ManualViewController.java:560,
"Unresolved settings problem","Problème de paramètrage non résolu",,"src/main/java/controller/ConfigViewController.java:465
src/main/java/controller/ConfigViewController.java:481",
"Copy in","Copié dans",,src/main/java/controller/ConfigViewController.java:634,
"Logbook restore","Restauration carnet",,src/main/java/controller/ConfigViewController.java:635,
"Other folder","Autre dossier",,src/main/java/controller/ConfigViewController.java:635,
"No logbook in selected folder","Pas de carnets dans le dossier choisi",,src/main/java/controller/ConfigViewController.java:738,
Map,Carte,,"src/main/java/controller/ConfigViewController.java:909
src/main/java/controller/ConfigViewController.java:938",
Miscellaneous,Divers,,src/main/java/controller/ConfigViewController.java:910,
Web,Internet,,src/main/java/controller/ConfigViewController.java:911,
"Working folder path","Chemin du dossier de travail",,src/main/java/controller/ConfigViewController.java:912,
"Logbook(s) path","Chemin carnet(s)",,src/main/java/controller/ConfigViewController.java:915,
"Create a new logbook","Créer un nouveau carnet",,src/main/java/controller/ConfigViewController.java:916,
"Move logbook(s) to a different folder","Déplacer le(s) carnet(s) vers un autre dossier",,src/main/java/controller/ConfigViewController.java:917,
"Choose a new logbook folder","Choisir un nouveau dossier de carnets",,src/main/java/controller/ConfigViewController.java:918,
Pilot,Pilote,,"src/main/java/controller/ConfigViewController.java:921
src/main/java/littlewins/winGlider.java:77",
"Usual GPS","GPS habituel",,src/main/java/controller/ConfigViewController.java:924,
Integration,Intégration,,src/main/java/controller/ConfigViewController.java:925,
"USB limit","Limite USB",,src/main/java/controller/ConfigViewController.java:926,
"Pilot mail","Mail pilote",,src/main/java/controller/ConfigViewController.java:927,
League,League,,src/main/java/controller/ConfigViewController.java:928,
Login,Identifiant,,src/main/java/controller/ConfigViewController.java:929,
Pass,"Mot de passe",,src/main/java/controller/ConfigViewController.java:930,
Ok,Valider,,src/main/java/controller/ConfigViewController.java:932,
"Default map","Carte par défaut",,src/main/java/controller/ConfigViewController.java:934,
"Outliers threshold for map","Seuil points aberrants",,src/main/java/controller/ConfigViewController.java:939,
Language,Langue,,src/main/java/controller/ConfigViewController.java:942,
"Import folder","Dossier d'import",,src/main/java/controller/ConfigViewController.java:945,
"Automatic display of photos","Affichage automatique des photos",,src/main/java/controller/ConfigViewController.java:947,
"Automatic update","Mise à jour automatique",,src/main/java/controller/ConfigViewController.java:948,
"Logfly site url","Url Site Logfly",,src/main/java/controller/ConfigViewController.java:952,
"Icons url","Url Icônes",,src/main/java/controller/ConfigViewController.java:953,
"Download url","Url Téléchargement",,src/main/java/controller/ConfigViewController.java:954,
"VisuGPS url","Url VisuGPS",,src/main/java/controller/ConfigViewController.java:955,
"mail support url","Url mail support",,src/main/java/controller/ConfigViewController.java:956,
"Claim url","Url Déclaration",,src/main/java/controller/ConfigViewController.java:957,
"Export IGC folder","Exporter le fichier IGC",,src/main/java/controller/ConfigViewController.java:958,
years,ans,,src/main/java/controller/StatViewController.java:238,
monthes,mois,,src/main/java/controller/StatViewController.java:239,
Totals,Totaux,,"src/main/java/controller/DashController.java:232
src/main/java/controller/StatViewController.java:244",
Averages,Moyennes,,src/main/java/controller/StatViewController.java:245,
"undefined start and end date","date début et date fin non définies",,src/main/java/controller/StatViewController.java:259,
"Move the mouse over the bar to display the value","Survoler une barre pour afficher la valeur",,src/main/java/controller/StatViewController.java:980,
and,et,,src/main/java/controller/StatViewController.java:980,
"to display the different parts of the graph","pour afficher les différentes parties du graphe",,src/main/java/controller/StatViewController.java:981,
List,Liste,,"src/main/java/controller/StatViewController.java:982
src/main/java/controller/StatViewController.java:1007",
"plaintext visualization","affichage en clair",,src/main/java/controller/StatViewController.java:982,
"Flight hours","Heures de vol",,"src/main/java/database/dbSearch.java:325
src/main/java/controller/StatViewController.java:990
src/main/java/controller/StatViewController.java:1000",
"Total number of flights","Nombre vols total",,"src/main/java/controller/StatViewController.java:991
src/main/java/controller/StatViewController.java:1001",
"Flight period displayed","Période de vol affichée",,src/main/java/controller/StatViewController.java:992,
"First flight of the period","Premier vol de la période",,src/main/java/controller/StatViewController.java:993,
"Last flight of the period","Dernier vol de la période",,src/main/java/controller/StatViewController.java:994,
"Average number of flights per year","Nbre de vols moyen par an",,src/main/java/controller/StatViewController.java:995,
"Average annual flight time","Durée moyenne vol annuelle",,src/main/java/controller/StatViewController.java:996,
"Average flight time","Durée moyenne vol",,"src/main/java/controller/StatViewController.java:997
src/main/java/controller/StatViewController.java:1002",
"Average number of flights per month","Nbre de vols moyen par mois",,"src/main/java/controller/StatViewController.java:998
src/main/java/controller/StatViewController.java:1003",
"Average monthly duration","Durée moyenne mensuelle",,"src/main/java/controller/StatViewController.java:999
src/main/java/controller/StatViewController.java:1004",
Gliders,Voiles,,"src/main/java/controller/DashController.java:710
src/main/java/controller/StatViewController.java:1005",
Jan,Jan,,"src/main/java/controller/DashController.java:692
src/main/java/controller/StatViewController.java:1008",
Feb,Fév,,"src/main/java/controller/DashController.java:693
src/main/java/controller/StatViewController.java:1009",
Mar,Mar,,"src/main/java/controller/DashController.java:694
src/main/java/controller/StatViewController.java:1010",
Apr,Avr,,"src/main/java/controller/DashController.java:695
src/main/java/controller/StatViewController.java:1011",
May,Mai,,"src/main/java/controller/DashController.java:696
src/main/java/controller/StatViewController.java:1012",
Jun,Jun,,"src/main/java/controller/DashController.java:697
src/main/java/controller/StatViewController.java:1013",
Jul,Jui,,"src/main/java/controller/DashController.java:698
src/main/java/controller/StatViewController.java:1014",
Aug,Aou,,"src/main/java/controller/DashController.java:699
src/main/java/controller/StatViewController.java:1015",
Sep,Sep,,"src/main/java/controller/DashController.java:700
src/main/java/controller/StatViewController.java:1016",
Oct,Oct,,"src/main/java/controller/DashController.java:701
src/main/java/controller/StatViewController.java:1017",
Nov,Nov,,"src/main/java/controller/DashController.java:702
src/main/java/controller/StatViewController.java:1018",
Dec,Déc,,"src/main/java/controller/DashController.java:703
src/main/java/controller/StatViewController.java:1019",
"Flights stats","Stats vols",,src/main/java/controller/StatViewController.java:1021,
"Monthly mean","Moyenne mensuelle",,"src/main/java/controller/StatViewController.java:1021
src/main/java/controller/StatViewController.java:1024",
Year-to-date,"Cumul annuel",,"src/main/java/controller/StatViewController.java:1021
src/main/java/controller/StatViewController.java:1024",
"Flights hours stat","Stats heures de vol",,src/main/java/controller/StatViewController.java:1024,
"Delete geotag folder","Supprimer le dossier geotaggé",,src/main/java/controller/PhotoTagViewController.java:214,
"Show full size","Afficher plein écran",,src/main/java/controller/PhotoTagViewController.java:230,
"Show on map","Afficher sur la carte",,src/main/java/controller/PhotoTagViewController.java:238,
"Adjust on the track","Ajuster sur la trace",,src/main/java/controller/PhotoTagViewController.java:246,
"Display infos","Afficher les informations",,src/main/java/controller/PhotoTagViewController.java:254,
"Manually geotag","Géomarquer manuellement",,src/main/java/controller/PhotoTagViewController.java:262,
"Remove geotag","Supprimer le géo marquage",,src/main/java/controller/PhotoTagViewController.java:270,
photos,photos,,src/main/java/controller/PhotoTagViewController.java:327,
"No photos to display","Pas de photos à afficher",,src/main/java/controller/PhotoTagViewController.java:331,
Geotaging,Géomarquage,,src/main/java/controller/PhotoTagViewController.java:515,
"Ready to process photos","Prêt à traiter les photos",,"src/main/java/controller/PhotoTagViewController.java:515
src/main/java/controller/PhotoTagViewController.java:614",
"photos processed","Les photos sont traitées",,"src/main/java/controller/PhotoTagViewController.java:563
src/main/java/controller/PhotoTagViewController.java:634",
"See the map","Voir la carte",,src/main/java/controller/PhotoTagViewController.java:564,
"Album generation","Génération de l'album",,src/main/java/controller/PhotoTagViewController.java:614,
"Photo gallery is available in full map track","La galerie photo est disponible avec la grande carte",,src/main/java/controller/PhotoTagViewController.java:635,
"Geotag folder","Dossier géo marquage",,src/main/java/controller/PhotoTagViewController.java:652,
"Delete this folder","Supprimer ce dossier",,src/main/java/controller/PhotoTagViewController.java:652,
"Current photo is null","La photo actuelle est vide",,src/main/java/controller/PhotoTagViewController.java:695,
"No geographical information to display the position","Pas d'informations géographiques pour afficher la position",,src/main/java/controller/PhotoTagViewController.java:712,
"To change position, remove geotag information","Pour changer la positon, supprimer d'abord le géo marquage",,src/main/java/controller/PhotoTagViewController.java:721,
"Photo geotagging","Géomarquage des photos",,"src/main/java/controller/PhotoTagViewController.java:758
src/main/java/controller/PhotoTagViewController.java:830",
"Remove coordinates in the photo metadata","Supprimer les coordonnées de la photo ",,src/main/java/controller/PhotoTagViewController.java:758,
"Problem during geotagging process","Problème pendant le géomarquage des photos",,"src/main/java/controller/PhotoTagViewController.java:774
src/main/java/controller/PhotoTagViewController.java:851",
"The photo is placed on the GPS track","La photo est située sur la trace GPS",,src/main/java/controller/PhotoTagViewController.java:805,
"The photo is already geotagged","La photo est déjà géomarquée",,src/main/java/controller/PhotoTagViewController.java:808,
"Write the coordinates in the photo metadata","Ecrire les coordonnées dans les métadonnées de la photo",,src/main/java/controller/PhotoTagViewController.java:830,
"Display the entire map","Afficher la carte entière",,src/main/java/controller/PhotoTagViewController.java:884,
"Please choose the photo folder to associate with the track","Choisir le dossier à associer à la trace",,src/main/java/controller/PhotoTagViewController.java:892,
Folder,Dossier,,src/main/java/controller/PhotoTagViewController.java:942,
"Choose the folder of the original photos","Choisir le dossier des photos originales",,src/main/java/controller/PhotoTagViewController.java:945,
"Choose an external GPS track","Choisir une trace GPS externe",,src/main/java/controller/PhotoTagViewController.java:950,
"Generate on the track","Générer sur la trace",,src/main/java/controller/PhotoTagViewController.java:952,
"Generate a folder with the photos on the track","Générer un dossier avec les photos sur la trace",,src/main/java/controller/PhotoTagViewController.java:956,
"Generate an album","Générer un album photos",,src/main/java/controller/PhotoTagViewController.java:958,
"Generate a folder for a single album","Générer un dossier pour un album simple",,src/main/java/controller/PhotoTagViewController.java:961,
Hour,Heure,,"src/main/java/controller/PhotoTagViewController.java:966
src/main/java/littlewins/winCsv.java:296",
Description,Description,,"src/main/java/controller/CoordController.java:616
src/main/java/littlewins/winPoint.java:80",
"Decimal separator must be a point","Le séparateur décimal doit être un point",,src/main/java/controller/CoordController.java:624,
"Place with coordinates","Placer avec les coordonnées",,src/main/java/controller/CoordController.java:625,
"Manually place the point on the map","Placer manuellement le point sur la carte",,src/main/java/controller/CoordController.java:626,
"Click on timeline","Cliquer sur la ligne de temps",,src/main/java/leaflet/map_photo_one.java:143,
"to place the photo marker","pour placer le marqueur de la photo",,src/main/java/leaflet/map_photo_one.java:144,
SP,BD,,"src/main/java/leaflet/map_visu.java:503
src/main/java/kml/trackScore.java:175 src/main/java/kml/trackScore.java:294
src/main/java/kml/trackScore.java:350",
EP,BA,,"src/main/java/leaflet/map_visu.java:519
src/main/java/kml/trackScore.java:238 src/main/java/kml/trackScore.java:294
src/main/java/kml/trackScore.java:352",
"Max GPS alt","Alt max GPS",,"src/main/java/controller/SummaryController.java:259
src/main/java/leaflet/map_visu.java:787",
"Min GPS alt","Alti Mini GPS",,"src/main/java/controller/SummaryController.java:260
src/main/java/leaflet/map_visu.java:789",
"Max climb","Vario max",,"src/main/java/controller/SummaryController.java:263
src/main/java/leaflet/map_visu.java:791
src/main/java/leaflet/map_pm.java:142 src/main/java/kml/headersKml.java:99",
"Max sink","Vario mini",,"src/main/java/controller/SummaryController.java:264
src/main/java/leaflet/map_visu.java:793
src/main/java/kml/headersKml.java:102",
"Max gain","Gain max",,"src/main/java/leaflet/map_visu.java:794
src/main/java/leaflet/map_pm.java:143 src/main/java/kml/headersKml.java:96",
"Max speed","Vitesse max",,"src/main/java/leaflet/map_visu.java:796
src/main/java/kml/headersKml.java:105",
"Best transition","Meilleure transition",,"src/main/java/leaflet/map_visu.java:797
src/main/java/kml/trackThermal.java:268",
Size,Longueur,,src/main/java/leaflet/map_visu.java:806,
Aberrants,Aberrants,,src/main/java/leaflet/map_visu.java:808,
Signature,Signature,,src/main/java/leaflet/map_visu.java:809,
"French contest",CFD,,"src/main/java/controller/SummaryController.java:205
src/main/java/leaflet/map_visu.java:826
src/main/java/kml/trackScore.java:112",
"Swiss contest","Challenge suisse",,"src/main/java/controller/SummaryController.java:208
src/main/java/leaflet/map_visu.java:829
src/main/java/kml/trackScore.java:115",
"World XContest","World XContest",,"src/main/java/controller/SummaryController.java:211
src/main/java/leaflet/map_visu.java:832
src/main/java/kml/trackScore.java:118",
"FAI triangle","Triangle FAI",,"src/main/java/controller/SummaryController.java:218
src/main/java/leaflet/map_visu.java:839",
"Flight 2 points","Distance 2 points",,"src/main/java/controller/SummaryController.java:221
src/main/java/leaflet/map_visu.java:842
src/main/java/kml/trackScore.java:138",
"Flat triangle","Triangle plat",,"src/main/java/controller/SummaryController.java:224
src/main/java/leaflet/map_visu.java:845
src/main/java/kml/trackScore.java:141",
"Flight 1 point","Distance 1 point",,"src/main/java/controller/SummaryController.java:227
src/main/java/leaflet/map_visu.java:848
src/main/java/kml/trackScore.java:144",
"Flight 3 points","Distance 3 points",,"src/main/java/controller/SummaryController.java:230
src/main/java/leaflet/map_visu.java:851
src/main/java/kml/trackScore.java:147",
Shadow,Ombrage,,src/main/java/leaflet/map_visu.java:915,
Transitions,Transitions,,"src/main/java/leaflet/map_visu.java:918
src/main/java/kml/trackThermal.java:202",
"Max GPS Alt","Alti Max GPS",,"src/main/java/leaflet/map_pm.java:140 src/main/java/kml/headersKml.java:86",
Analyze,Analyse,,src/main/java/kml/trackThermal.java:70,
"Best gain","Meilleur gain",,src/main/java/kml/trackThermal.java:141,
Score,Score,,src/main/java/kml/trackScore.java:72,
Average,Moyenne,,src/main/java/kml/trackScore.java:82,
"FAI Triangle","Triangle FAI",,src/main/java/kml/trackScore.java:135,
P,P,,"src/main/java/kml/trackScore.java:199 src/main/java/kml/trackScore.java:271
src/main/java/kml/trackScore.java:350 src/main/java/kml/trackScore.java:352
src/main/java/kml/trackScore.java:354",
"Right clic for profile","Clic droit pour profil",,src/main/java/kml/trackSimple.java:58,
Climb,Vario,,src/main/java/kml/trackSimple.java:97,
"Colored tracks","Traces colorées",,src/main/java/kml/trackColor.java:66,
"By climb","Selon le vario",,src/main/java/kml/trackColor.java:111,
"By altitude","Selon l'altitude",,src/main/java/kml/trackColor.java:189,
"By speed","Selon la vitesse",,src/main/java/kml/trackColor.java:265,
"Landing time","Heure Attero",,src/main/java/kml/headersKml.java:73,
"Take-off Baro Alt","Alt Deco Baro",,src/main/java/kml/headersKml.java:77,
"Max Baro Alt","Alti Max Baro",,src/main/java/kml/headersKml.java:79,
"Min baro alt","Alti Min baro",,src/main/java/kml/headersKml.java:81,
"Landing Baro Alt","Alt Attero Baro",,src/main/java/kml/headersKml.java:82,
"Take-off GPS Alt","Alti Déco GPS",,src/main/java/kml/headersKml.java:84,
"Min GPS Alt","Alt mini GPS",,src/main/java/kml/headersKml.java:88,
"Landing GPS Alt","Alt Attero GPS",,src/main/java/kml/headersKml.java:89,
